"","GSM341241","GSM341242","GSM341243","GSM341244","GSM341245","GSM341246"
"Thnsl1",179.4746,187.1787,178.1384,222.706,236.5749,236.9672
"Mnd1",238.3466,276.599,294.2965,253.89,245.5347,233.3643
"Vma21",248.8791,226.5234,250.9029,225.3605,198.5872,230.3113
"1190005I06Rik",19.05569,17.16352,21.8808,17.38745,26.39993,14.45398
"Bcl2l15",33.53062,37.63816,31.44278,61.80339,52.98658,57.18988
"Trpt1",97.34816,100.8325,102.4328,104.4905,87.54273,83.81906
"Cdk5rap2",195.1404,208.2433,215.1251,260.3848,214.0344,229.0935
"Agbl3",113.6015,86.49615,97.72027,98.81023,90.63353,103.2244
"Pcbd2",74.09454,70.35904,101.7789,93.68153,66.33935,83.39478
"Tradd",143.5892,168.1036,205.1627,127.7819,132.2768,142.4171
"Zfp759",22.03892,29.269,31.98924,30.26678,24.80064,28.96052
"Kctd2",280.598,241.2818,278.3737,238.8014,226.9427,265.9989
"Fuom",26.23969,35.64148,35.93362,26.18223,16.35289,25.15217
"Senp6",743.1365,746.2981,721.5787,744.5173,836.8774,699.6001
"Bag5",668.6707,648.0458,603.3616,850.4255,720.6959,879.8689
"Treml1",1.720135,1.699264,0.9403402,1.166025,1.404062,1.017966
"Obox3",0.3628197,0.4170387,0.6283829,0.2754958,0.4443977,0.4950241
"Bola1",40.24798,62.53596,43.4411,65.84908,57.2794,53.48466
"Enpp4",46.77882,69.00234,57.6946,116.4606,79.97153,81.97297
"Cldn34c1",14.6653,18.01438,13.75346,21.19052,9.656905,17.36467
"LOC102634389",9.00992,10.33885,9.675099,7.950085,7.707887,4.407891
"Mbd3l2",3.029367,3.343437,4.441415,3.995605,5.332883,2.900119
"Trp53inp2",706.3121,692.6557,797.6257,650.3912,625.514,705.0384
"Dph2",72.83121,82.27696,80.91043,70.92491,62.19446,71.82926
"Tbrg1",989.6172,913.9886,941.6699,960.9465,995.6115,957.9935
"Rtn4",970.5297,964.4096,985.4774,894.8461,959.9378,991.9301
"Trim62",97.28023,86.71101,110.4511,80.96976,61.45585,93.90138
"Myl1",24.3846,27.52049,25.66367,22.51797,18.62039,27.56315
"Slc25a22",29.66267,38.38613,58.48581,31.01203,30.87642,38.71862
"Zdhhc2",703.9294,661.1025,704.5441,602.6564,554.6219,573.7402
"Ap1s2",81.84662,102.5914,132.0903,76.83433,72.36729,83.59386
"Dek",1149.035,1112.349,1126.18,1068.441,1090.13,1065.377
"Klhl7",611.9735,573.43,554.8486,609.5786,592.3864,626.5431
"Tfrc",866.3616,798.0105,740.3527,737.2665,836.3421,776.6237
"Eif2s1",902.1459,841.6651,829.7621,900.9418,920.3018,874.5654
"Svop",19.59686,16.29544,16.36635,26.93788,25.36474,32.87149
"Tm7sf3",424.4564,426.0894,434.0606,391.803,366.4983,375.4499
"Ttc27",454.1411,467.47,450.323,455.1782,461.5962,501.7828
"Rab2b",514.675,527.0988,478.9426,525.0971,513.5476,550.3919
"Fam53c",318.4646,283.3048,326.8041,328.9663,292.101,292.3036
"Myl9",813.5103,805.7096,955.0528,808.9854,777.3063,758.4265
"Ranbp3",348.8368,324.9648,316.4282,381.5424,334.3808,411.2552
"Eif3k",1218.192,1043.398,1112.537,1164.392,1145.051,1138.442
"Rbm22",334.719,366.3619,328.8057,306.077,326.4742,316.6023
"Pnpt1",628.8857,544.5462,533.5294,569.8828,534.0683,601.5706
"Tubb2b",51.7885,46.42892,75.17044,67.05579,45.09871,66.9993
"Snrpd2",743.913,689.3896,744.8443,753.5595,762.0958,720.8168
"Dnajc8",606.5927,591.215,671.1406,629.6566,648.2464,592.225
"Dele1",291.3606,309.1898,243.0984,289.135,307.6036,313.7471
"Tmem222",282.405,267.9146,301.3,319.2224,267.5596,318.0587
"Rbm17",615.832,597.4672,600.791,574.2395,606.0305,606.7393
"Ip6k1",379.804,357.6936,349.6674,386.8425,361.7707,399.9052
"Ctdp1",153.4254,140.5541,144.1458,167.5769,125.1815,173.9915
"Uba52",1564.807,1497.661,1587.932,1479.053,1529.268,1453.081
"Ahcyl2",595.8367,632.0327,596.2013,597.3334,659.9725,623.4721
"Pdxdc1",623.0793,618.696,590.4531,626.85,592.3632,651.3467
"Rpusd4",203.1897,196.1002,184.1846,199.2338,171.6641,193.131
"Snrnp40",532.2844,567.2793,460.5523,530.4029,580.7306,555.1714
"Tanc1",175.4142,155.1107,174.1301,173.4153,183.1989,171.1627
"Haus5",116.582,116.9029,124.9571,130.6317,91.14547,144.508
"Prxl2a",1118.099,1104.426,1161.921,1093.674,1197.629,1123.936
"Ubr5",1418.727,1429.105,1362.857,1405.453,1447.274,1421.97
"Fip1l1",641.1824,634.2173,643.909,607.0987,674.7117,574.3801
"Washc3",749.6052,673.0367,730.14,718.7091,788.1454,693.7647
"Pih1d1",773.4323,784.931,767.4286,924.7204,922.9476,879.3804
"Rps4l",462.1159,496.3329,479.1925,499.6472,531.5037,480.9633
"Asprv1",11.64868,11.53714,8.78918,9.840082,8.219906,7.787513
"Pcnp",896.5328,944.2154,897.566,914.6281,988.9119,875.2357
"R3hcc1",52.08506,48.21031,57.4948,67.77087,56.59321,68.68216
"Ebf3",121.0871,110.1273,128.4189,132.5808,117.5176,113.9512
"P3h1",177.2516,192.7803,185.2316,162.6334,127.6485,182.8925
"Creld2",734.4844,633.9558,683.0085,788.0656,742.8156,753.9736
"Slc39a9",244.5285,268.7353,270.8858,269.0563,277.5299,250.1103
"Rrbp1",749.0909,723.0449,729.389,691.2177,706.6664,764.2544
"Rnf145",476.5182,484.3154,503.6115,427.2501,458.6662,461.0667
"Vkorc1",272.5876,261.6677,320.6701,250.9556,200.6714,268.2538
"Tmem230",881.1177,800.7032,707.2847,868.6706,857.6007,875.9678
"Nub1",288.1192,275.9132,299.39,303.2393,290.5656,269.6213
"Itgav",950.7189,945.1464,958.8818,873.5092,871.8692,903.0549
"Prmt1",604.6655,593.5739,612.979,561.8708,552.7067,510.4724
"Ndufa3",1086.062,1020.48,1048.523,1062.386,1045.807,1084.698
"Dzip1",413.9577,497.8662,380.1424,522.2851,541.4203,539.4761
"Fggy",73.99132,91.67145,81.91685,57.76103,56.09107,66.65073
"Glipr2",34.69153,36.45324,40.7998,38.46374,31.77986,33.78433
"Gstk1",130.3962,121.6305,194.641,131.104,87.76836,128.6257
"Fbxo21",954.1349,909.1703,951.7365,823.4493,858.309,790.1725
"Cad",364.1492,307.7481,386.9822,318.3938,262.6399,362.6709
"Ppat",530.6651,552.9167,560.3261,522.7683,508.3069,428.3539
"Lpin2",625.6133,649.8007,693.9152,602.4688,648.0327,643.3988
"Ddx10",350.7008,395.2584,349.5291,323.9966,353.1907,342.1957
"Dph5",205.8944,199.8699,196.0202,188.8443,193.9471,194.5906
"Il6st",383.0601,352.2673,423.9955,348.2162,333.5721,339.0565
"Pou6f1",474.53,550.3613,429.1225,473.599,558.534,494.6063
"Med12l",215.8762,256.7758,343.0927,201.3651,180.8642,270.2628
"Apaf1",220.7561,168.5572,197.4887,150.1922,154.8604,144.2625
"Hpf1",591.828,592.7776,611.6077,595.2754,653.4397,574.131
"Prkce",224.9244,274.8109,289.5572,231.7845,216.1897,221.2577
"Znhit3",636.6977,564.8243,554.7236,735.6041,751.2751,701.9747
"Scaf11",359.5462,372.6376,388.4408,298.6022,343.6665,277.2582
"Lhpp",193.3109,191.4689,239.2281,175.1727,132.8923,180.4328
"Elavl4",17.80692,15.26954,11.45419,17.49515,19.34562,14.18014
"Fbxo45",457.0537,400.1765,392.2119,430.9021,433.5459,422.5899
"Rian",264.6716,256.7478,261.0016,220.049,208.4223,192.7637
"Galc",257.368,266.7173,217.0836,265.34,274.6497,260.4428
"Pcp4l1",44.61347,47.27023,49.6664,48.8751,49.97542,37.16603
"Rfc5",136.5397,159.4431,174.1239,126.4957,116.8186,140.2933
"Pgp",646.5229,623.007,608.8574,797.4305,711.8447,749.4741
"Ppil2",345.2243,345.3352,341.6115,372.5718,425.6377,346.9046
"Clip1",317.7617,270.4241,287.0983,258.4303,260.6616,279.4471
"Trp53rka",120.5012,125.6382,124.8121,130.6143,118.3728,115.1458
"Sdhaf2",355.3987,344.819,333.6837,334.7775,319.8269,342.5529
"Rftn2",136.5534,132.791,133.4366,172.2435,157.2993,180.9366
"Ube2c",358.3987,340.8382,391.1719,322.8419,338.9796,312.0043
"Cntn1",4.729482,5.454571,10.03682,7.388357,2.312376,5.089565
"Hgd",6.863483,7.424714,4.960459,5.896746,7.4902,7.65458
"2610005L07Rik",890.1797,889.3735,779.7086,789.7062,837.2083,832.3198
"Slc22a23",9.129023,6.563067,6.374019,11.44511,7.478539,7.550725
"Zfp740",185.8783,196.3152,199.3624,152.8019,157.6697,163.4364
"Sec31a",500.5953,503.7423,490.5145,419.0105,505.4886,536.2042
"Cmip",226.1836,245.4976,298.6235,174.1682,195.5628,184.2338
"Hspb11",473.5999,490.9348,430.9631,477.5409,502.8361,488.9593
"Nvl",454.7188,418.6121,405.1757,424.7253,423.4823,420.6768
"Fam166a",4.741244,3.190087,10.08801,12.15353,7.303513,16.06719
"Usp49",194.4731,218.0197,213.141,183.3468,238.9636,200.9342
"Tspo2",2.763524,1.043264,0.7225171,0.4553534,2.734479,1.001284
"Rgs8",5.586308,4.113918,4.652228,6.599243,7.118335,6.739016
"Etaa1",181.5325,166.7846,164.7128,143.1152,120.898,149.7311
"Batf3",13.78408,16.39033,7.967931,10.26346,15.59666,14.61558
"Col22a1",79.44498,97.6959,90.58195,70.42531,50.05635,78.47501
"Zswim9",56.75074,67.67748,62.80027,53.86377,49.15796,60.03003
"Snorc",4.21811,2.531456,2.430901,1.471563,1.927025,1.387945
"Crct1",0.9161009,0.6132748,0.773338,0.7186204,1.054009,1.543549
"Ubtf",344.8181,325.6835,368.9571,317.1731,268.0098,272.0103
"Gria2",8.161394,9.449813,8.762097,5.657713,1.931188,4.97972
"Rnmt",297.4581,283.5667,301.841,272.8304,298.8761,290.8167
"Lrrc18",6.843508,14.19889,16.71325,63.95676,33.59242,95.40205
"Wdsub1",84.22628,57.75732,99.41015,65.01101,60.59657,61.0705
"Tnpo3",769.3555,773.0322,803.6825,740.4824,822.0554,738.4211
"Gkn2",5.023067,3.541061,4.145551,3.044481,0.7758529,3.307786
"Gtf2h1",566.2916,577.823,536.7979,614.6718,650.2068,600.4955
"Zbtb25",171.0417,179.2201,143.9295,177.3762,162.8539,195.003
"Plscr1",52.30325,58.16276,70.74605,60.68285,54.04767,72.1119
"Smpd4",353.7215,379.6238,363.4442,422.7042,420.2969,433.7345
"Fam83g",32.37128,42.09682,37.66487,42.63385,44.08572,52.61978
"Oasl2",103.4285,112.3211,121.3576,91.32091,83.62675,125.646
"Zfp955b",548.7341,546.0652,472.2645,538.9821,589.2779,577.2515
"Acbd6",656.5236,604.429,594.0808,691.4033,794.7557,679.4846
"Rai1",79.95528,76.95667,81.63457,60.94187,56.81249,67.06448
"Acad9",151.9062,155.6949,149.8653,148.6988,136.4718,157.4012
"Pet100",456.0638,430.9716,417.435,502.8613,480.2333,489.8415
"Dppa2",32.31849,28.33121,31.23656,37.34094,26.9913,30.74298
"3930401B19Rik",1059.571,936.4981,1001.029,920.7003,1024.357,866.1608
"Ankrd22",4.014048,2.774533,8.327398,12.54753,3.970791,15.17969
"Tex21",75.69012,76.89072,92.17477,175.2118,126.0264,182.808
"Rpusd1",44.83737,41.9501,52.29198,35.47688,35.53098,34.02024
"Polr3c",292.0248,286.2033,252.7899,294.8332,310.0113,303.8603
"Eqtn",28.71878,23.69457,21.49144,53.62424,33.91933,99.01096
"Pik3cd",107.2161,111.2219,98.35023,115.1228,110.0864,119.9021
"Pgm1",36.7379,29.3975,45.27163,27.41491,27.57582,27.24872
"Ankrd33b",12.27231,7.444849,9.59099,8.45558,12.28821,5.725657
"Mis18a",686.55,684.4326,638.3414,691.475,737.8395,695.3165
"Khdrbs3",207.741,227.6551,179.006,280.103,250.4455,263.3043
"Fndc1",18.6505,28.27696,32.71741,41.6689,28.60683,33.4357
"Vrk2",359.9622,337.1293,300.6819,391.3774,399.1151,404.0013
"Wnk2",15.02374,19.12851,21.81145,18.08286,17.04203,25.36579
"Tex9",573.6434,578.0334,518.8296,591.5735,653.6955,612.6512
"Chst4",0.3799661,0.6183156,2.495054,2.182281,0.1295992,0.304093
"Sec14l1",311.8005,300.5738,310.8436,321.2956,300.3752,317.3765
"Slamf7",113.4117,101.5939,95.75169,147.5107,133.1994,149.2385
"Abhd15",6.014647,12.38109,12.01083,3.758852,7.275805,8.567555
"Scube2",25.01466,28.00626,37.53111,22.57895,23.09793,29.14735
"Hoxb1",1.726782,2.300645,1.6403,3.389733,2.281536,4.512628
"Wdr33",335.7943,334.8153,339.8419,366.6349,363.1169,388.9191
"Cd99",68.45268,60.56204,69.6817,66.24236,51.48934,62.39939
"Chmp3",286.4946,282.1496,290.1322,297.4487,296.3583,276.1212
"Mark4",393.0829,339.608,384.8376,309.1868,239.1945,335.5131
"Deptor",268.9041,252.9733,263.4883,269.8995,255.2919,191.7084
"Plp2",158.516,161.3489,198.7371,148.7128,135.6896,155.6697
"H3c4",2.545271,5.8365,2.005695,2.643623,3.555364,3.814415
"Hba-a1",4.085963,0.844779,0.2439743,0.2117824,0.2993078,0.5496454
"Nipbl",641.1293,696.7709,659.2531,729.5306,801.5799,782.2289
"Ccdc9",170.33,174.5357,155.5867,163.0513,190.6924,182.2285
"Nek1",70.54285,100.5846,79.24035,74.35677,101.8404,67.60546
"A130006I12Rik",60.64887,70.14291,51.82671,54.13527,69.27493,64.72086
"Erp29",606.159,595.5037,649.6762,574.0175,572.5161,562.0908
"Obp1a",1.352504,1.86238,1.285209,0.125774,0.3054622,0.09938673
"Mpc1",432.8519,461.8851,488.5916,444.8944,433.6798,469.3089
"Derl3",253.4579,249.0096,283.9389,221.3959,211.0432,233.1352
"Srsf1",1401.163,1361.786,1336.799,1314.262,1454.726,1354.212
"Mrps7",395.2944,425.5124,457.3041,400.7904,371.9958,399.9853
"Mrps17",752.6727,770.8242,807.8387,696.7285,685.3191,691.4128
"Dram2",350.3338,348.1879,347.4641,322.2577,283.9688,315.6896
"Nt5m",351.3684,340.6808,300.8152,400.221,371.7873,377.6018
"Fam110a",37.62558,31.67626,33.61419,28.68648,27.58746,35.2873
"Ndst3",8.596583,9.898981,8.692583,27.1442,12.7188,19.18021
"Gm17509",3.691469,9.318012,5.533902,5.252296,9.257609,5.044198
"Orc4",538.0568,522.3331,531.2644,535.1528,541.392,517.0547
"BC065403",26.8875,44.35843,43.31412,34.40546,55.90688,34.1855
"1110035H17Rik",109.833,118.6563,84.98434,103.9011,115.4349,109.3865
"Rnaseh1",214.1559,238.5752,262.7694,232.307,225.9348,219.7822
"Pi16",39.51135,33.02133,31.97271,55.04237,43.33747,44.31623
"Gadd45g",80.92799,98.5119,137.444,92.66394,94.40695,83.39384
"Xk",39.59935,27.16354,39.43341,35.33086,24.65718,31.10787
"1700120B22Rik",4.370771,4.179334,5.445803,9.640353,4.601091,6.488128
"Aldoart1",4.354411,5.538099,12.18498,56.23042,27.98094,70.33124
"Tap2",10.62424,3.55551,15.82302,10.61259,3.055712,10.03355
"Gm9817",21.33594,19.66524,17.72598,25.82315,18.91759,25.02064
"Slc37a3",160.1351,185.7774,216.6317,136.6655,142.3201,140.8323
"Ptgfr",2.999921,2.20592,4.642045,4.509232,2.797151,3.145911
"Ssb",1510.362,1379.914,1365.304,1300.916,1391.239,1285.544
"Gm9706",5.294359,10.83749,6.622436,6.499735,7.565424,7.836359
"Pfn3",5.891438,8.263759,4.372449,8.404085,6.337102,13.94912
"Cts3",4.170093,6.874368,3.127715,4.607077,3.448313,4.604109
"Ubxn8",196.563,202.327,204.0509,200.8809,202.1111,179.0512
"Cdh13",7.599248,5.799898,9.101149,6.771676,9.828904,6.620612
"Chpf",28.57559,29.59398,46.6633,33.98579,24.50346,29.55456
"Usp21",225.8662,249.725,221.2146,268.5719,260.3828,274.1983
"Usp15",493.6442,502.1076,398.7625,577.0562,560.6529,538.6465
"Srpk1",954.2921,953.746,957.8474,980.6399,995.5562,1011.753
"Pgs1",415.1028,399.3615,395.2697,415.875,371.4267,477.1026
"Cep57l1",356.26,339.0777,278.8155,344.9579,324.1498,364.8324
"Eva1c",3.828577,9.977552,6.654694,6.811584,8.727827,11.31386
"Rnf138",794.1478,808.7025,673.7837,802.7565,817.7986,738.384
"Ddhd1",552.7489,552.448,543.9404,657.9622,678.9823,638.0718
"Rsrc2",384.1649,362.4099,338.3072,378.1226,395.8041,355.9908
"Gal3st1",44.34305,68.48861,49.53104,65.26544,73.52357,55.4204
"Slx1b",49.91038,43.67143,53.2391,48.82276,48.15528,31.72748
"Lmo2",74.16383,76.06834,80.99064,88.13003,88.63628,75.79559
"Gtf2h3",115.1289,118.3508,103.7601,111.6465,103.9021,99.92147
"Mterf3",796.4295,793.4511,753.724,822.0037,878.4521,843.6242
"4921524J17Rik",525.9314,596.3317,450.0911,596.8472,592.1847,560.694
"Igfbp2",149.5277,179.8763,212.3397,140.3602,128.1772,140.4512
"Erg28",352.2599,357.6128,395.336,353.6512,322.9828,321.5493
"Fam118b",881.1357,814.2932,766.1797,935.5571,1025.82,891.1844
"Gpa33",7.300045,5.277697,3.30104,2.318805,9.557962,3.985766
"Cyba",129.0273,139.0033,184.6468,109.0084,100.0154,102.7698
"Tspan12",97.34468,112.7266,103.2715,88.35052,78.22258,79.29794
"Pi4k2a",276.4934,289.3696,265.4547,246.1113,258.9831,257.9359
"Susd6",272.7937,311.6365,366.9543,253.3618,271.5306,264.8131
"Psat1",993.1908,866.8641,960.4164,790.1025,820.8401,847.449
"Sept7",1004.048,1029.75,969.6483,950.8215,1015.741,963.5698
"Srp14",1472.407,1479.433,1398.768,1489.101,1568.647,1499.33
"Ubr7",383.4611,371.8848,377.2079,410.0011,371.4404,378.0262
"C86187",24.93329,22.50475,16.06076,21.43232,20.66201,26.40069
"Slc38a5",279.4699,312.7774,348.9437,222.8795,213.3166,250.1012
"Cpa2",17.8758,16.68896,22.98303,24.5563,20.41357,33.31887
"Cltc",1250.173,1170.623,1145.214,1113.672,1170.405,1190.864
"Iffo1",578.2275,577.0793,521.5737,533.552,466.3306,590.4905
"Tmem229b",139.5786,123.3512,154.9063,117.4167,104.1116,108.8316
"Fbxl3",831.4337,847.0944,739.8498,777.0659,815.1168,778.309
"Cbx5",1034.534,995.8831,977.1606,1001.228,993.2581,886.4758
"Pah",3.509828,3.44849,11.36162,2.469456,1.880211,4.355885
"Chchd7",293.4931,292.1236,340.4546,361.4317,344.9185,341.5282
"Cggbp1",989.4602,941.8148,935.9611,953.7789,969.3964,957.2042
"Ubap2l",697.0407,651.8895,666.0403,635.6071,616.8246,674.0273
"Acad11",308.3941,309.0286,292.09,306.1005,322.5478,332.7288
"D10Wsu102e",749.3574,708.1711,778.819,669.4316,596.9044,651.0093
"Zranb2",1235.683,1198.41,1088.227,1130.29,1189.559,1187.522
"Spata13",235.3938,222.6699,243.768,216.1232,193.0548,207.7835
"Naa35",1028.802,1007.293,884.6752,958.7918,1011.273,1013.351
"Atp5g3",1266.336,1290.637,1268.12,1248.156,1277.199,1205.992
"Ubr4",409.2139,425.2436,407.0164,413.7447,426.6276,494.4147
"Tmem11",228.5402,260.3726,283.2112,218.7538,264.5813,232.8425
"Rere",1030.371,1060.635,1003.649,984.5143,1047.8,1039.227
"Wasf2",584.04,527.4519,605.4332,483.6676,470.1255,582.2604
"Fez1",11.36272,13.3571,13.18301,8.779841,4.047033,10.02933
"Thra",299.2304,267.4722,280.4239,246.809,210.9084,253.6897
"Timp2",740.3363,749.312,848.8613,623.964,596.184,648.4002
"Esrp1",319.0919,315.5197,314.79,330.3103,284.6523,302.8398
"A430005L14Rik",467.848,459.6504,414.6406,519.2321,564.5985,508.0986
"Srrm1",1140.975,1175.088,963.6004,1050.518,1182.141,1092.344
"Ikbkg",155.5776,137.6637,174.1086,120.6826,109.3001,131.9705
"Top2a",923.9705,915.0907,899.0969,921.074,942.1923,948.8826
"Gnb1",1469.154,1417.114,1459.344,1351.386,1488.972,1324.141
"Scarb2",504.9471,475.1578,566.1738,439.9944,395.4249,425.614
"Fam91a1",215.4428,221.1816,246.8109,225.0079,196.3626,217.3663
"Uvrag",161.1228,153.9096,168.2226,141.5499,150.8866,152.7086
"Ablim1",325.2211,272.6531,370.9016,342.8227,330.4737,311.7847
"Trio",588.3782,604.4221,619.8075,536.9852,551.7237,552.1553
"Hdc",323.1698,283.5418,470.1268,264.1398,217.6385,312.2665
"Phgdh",747.1821,706.3907,758.6587,676.4206,613.4468,664.4963
"Pten",690.8996,672.8067,665.0891,706.0159,728.7831,723.9145
"Tra2a",710.0619,748.6728,625.9276,688.9988,786.934,743.0778
"Map1s",71.14715,94.65302,110.184,93.71541,82.75546,79.99268
"Sowahc",532.024,441.9675,470.6448,416.1646,384.1552,402.1014
"Pex6",208.8076,170.1304,212.7928,199.2458,165.5082,223.5578
"Klhdc3",1026.654,961.4662,949.9979,1109.077,1011.792,1148.519
"Dcaf15",228.3097,224.8119,239.3578,307.7553,287.4495,242.2528
"Rnpepl1",228.0695,210.5238,246.8682,179.2463,161.4223,220.9592
"Aamp",547.1335,528.1801,566.4486,672.4275,591.1397,597.4724
"Git1",355.6626,335.4137,346.2308,406.3472,415.0848,446.9344
"Htatsf1",615.7908,545.1531,609.4135,491.3186,496.069,517.0909
"Cckbr",0.7835815,3.204993,1.605856,0.5463753,1.96762,3.318833
"Rxra",142.1021,128.8026,149.4593,103.859,103.3916,98.20698
"Faap24",126.5873,147.1968,134.5755,145.493,154.6328,137.9656
"5031439G07Rik",71.12283,59.49446,66.74124,43.75771,33.63745,60.8676
"Zdhhc9",42.56215,36.52618,51.25729,39.86851,33.08158,35.4045
"Prpf6",614.566,563.9896,591.962,585.0147,571.9457,605.1866
"Ddx5",1612.604,1614.387,1441.029,1492.206,1599.033,1463.234
"Spast",646.8217,650.3378,581.7277,687.3198,685.581,661.3206
"Ficd",119.7785,112.9278,124.6804,110.4597,104.7809,113.1938
"Rbm15b",70.59357,81.90233,85.75486,76.45075,75.40005,81.20963
"Ankrd28",351.4179,370.1934,359.7429,342.3193,336.2091,353.7966
"Arih2",821.3246,836.3674,773.8401,894.1785,900.8626,891.9984
"Nploc4",840.4502,777.593,809.254,862.7191,853.1626,846.434
"Snx12",349.3909,361.4948,358.1553,325.2472,283.9766,253.4838
"Sertad2",499.8209,496.4544,469.2789,613.4402,582.6016,594.4917
"Utp18",455.197,434.1504,389.9842,488.1548,510.739,485.0777
"Map11",41.41157,45.66878,45.7361,51.4525,50.14085,50.37244
"Apcdd1",130.89,167.0412,218.6596,143.4849,102.5621,132.9465
"Foxn2",513.1843,475.8113,482.726,457.6897,449.7866,433.272
"Cln6",516.4145,532.1057,438.2713,614.2445,603.2451,622.6719
"Pkdcc",167.0681,206.8915,232.8377,151.4206,119.8958,171.5716
"Ccdc84",452.021,521.1167,445.5183,373.8839,412.4422,404.9933
"Clu",1926.538,1924.26,1857.18,1799.825,1873.203,1876.64
"Rpl35",1739.681,1672.055,1746.157,1694.415,1803.168,1677.829
"Phldb2",191.1263,225.1918,254.6285,213.5361,181.6078,199.3085
"Slc9a8",90.38992,105.5262,91.32242,98.90002,93.62971,103.9906
"Armt1",1089.748,963.4035,877.4568,980.4345,1091.265,976.5129
"Upk3b",7.715899,8.020529,21.9827,19.99171,3.676699,3.958231
"Zbtb46",401.1583,345.2775,328.1964,355.6204,341.111,315.9997
"Pak2",461.1782,434.5388,486.2685,449.3702,473.3264,457.1651
"Amot",157.7781,168.0896,224.6875,120.7959,111.9562,142.3929
"Fam189b",39.72114,41.68533,47.07659,37.08778,33.49447,34.07986
"Iah1",562.4278,565.7528,624.623,446.2785,447.7805,471.4912
"Lpp",269.4548,278.762,380.9688,279.5845,235.156,285.4916
"Ngfr",30.98273,24.63544,27.11185,41.08947,33.99936,45.27846
"Ibtk",662.582,697.3127,733.6108,648.1928,678.4515,668.0135
"Rarb",11.87491,5.255734,5.467622,7.824893,6.900954,8.213108
"U2surp",404.2061,417.7333,385.445,395.1409,415.7777,411.8253
"Smim26",331.1999,334.9134,407.9991,322.0039,254.1232,320.6909
"Safb",499.6022,467.5875,481.9535,482.2581,496.0788,490.7078
"Tbcel",510.4435,613.9218,528.4344,571.2014,650.0109,488.7942
"Paxip1",274.1772,253.5201,274.9587,242.0249,231.0927,263.7628
"Ublcp1",247.1125,235.3449,214.5658,222.2316,237.1796,212.1584
"Ipo7",584.2803,610.4076,567.5558,540.1459,573.5298,565.098
"Gnai1",734.4272,705.5451,720.2201,590.6381,627.1966,658.5436
"Pde12",153.1806,164.2212,164.0768,140.8975,126.9103,150.6283
"Rprd1a",329.5676,331.8495,312.2622,344.781,340.4604,336.2864
"Crebrf",1017.506,991.2305,901.416,999.8073,983.6583,976.2947
"Atcay",15.48101,22.42124,16.61368,13.04905,21.45713,13.5302
"Ntn1",25.33446,23.74087,28.52082,23.02441,19.52367,26.67491
"C2cd3",328.2123,362.6906,261.7983,338.2465,329.3441,371.533
"Diaph1",175.8827,185.3182,199.5822,215.7257,225.9825,235.328
"Lifr",571.9777,631.1538,668.1526,449.0655,517.8719,544.4678
"Ambra1",296.9903,291.9805,311.2534,300.4945,329.4832,319.3505
"H2-Ke6",268.3948,251.8821,292.8227,277.0656,236.4804,262.3185
"Gpalpp1",217.0856,209.4038,255.9986,205.3448,177.9679,184.2568
"Slc5a2",112.1314,98.12527,126.3812,101.0652,108.9954,91.06886
